State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
ID,145,202,no,yes,26,286.73,70,48.74,164.58,111,13.99,341.54,43,15.37,9.98,17,2.69,8,no
RI,93,415,no,no,45,187.78,120,31.92,269.3,174,22.89,195.25,154,8.79,18.98,10,5.12,3,no
OH,53,917,yes,yes,7,300.98,92,51.17,36.83,53,3.13,198.0,178,8.91,18.82,6,5.08,9,no
WV,8,503,yes,yes,45,74.56,95,12.68,269.13,45,22.88,104.13,23,4.69,3.62,0,0.98,1,no
HI,79,212,yes,yes,41,212.72,31,36.16,241.02,195,20.49,204.58,147,9.21,3.7,11,1.0,2,yes
OK,27,407,yes,yes,16,29.33,52,4.99,259.58,3,22.06,153.87,159,6.92,3.27,3,0.88,6,no
NJ,174,917,yes,yes,8,225.07,58,38.26,257.06,193,21.85,105.77,98,4.76,15.78,7,4.26,3,yes
VA,50,702,yes,no,5,266.89,68,45.37,164.71,170,14.0,23.51,140,1.06,0.12,14,0.03,6,no
NY,244,619,no,yes,42,204.73,189,34.8,73.99,61,6.29,88.45,111,3.98,2.54,10,0.69,4,no
OK,199,312,no,yes,24,93.18,131,15.84,187.82,123,15.96,69.25,170,3.12,10.76,7,2.91,7,yes
WY,131,404,no,no,38,10.97,85,1.86,335.29,127,28.5,189.71,147,8.54,4.95,11,1.34,7,no
NJ,93,646,no,no,48,41.81,17,7.11,205.98,111,17.51,210.58,122,9.48,1.85,2,0.5,4,no
OK,192,415,yes,yes,27,217.81,80,37.03,3.87,84,0.33,213.0,111,9.58,7.2,3,1.94,6,no
FL,172,214,yes,no,32,327.05,113,55.6,20.9,3,1.78,135.86,129,6.11,5.48,11,1.48,5,no
NJ,181,407,no,yes,36,72.29,183,12.29,347.5,64,29.54,147.43,67,6.63,10.22,7,2.76,7,yes
IA,24,212,no,no,8,257.26,23,43.73,25.18,61,2.14,291.98,90,13.14,19.58,9,5.29,8,yes
VA,60,305,no,no,17,303.26,65,51.55,16.12,89,1.37,166.68,59,7.5,2.49,0,0.67,4,yes
LA,122,702,no,yes,20,182.31,140,30.99,123.56,119,10.5,345.72,131,15.56,7.45,12,2.01,6,yes
MO,131,312,no,yes,1,234.24,61,39.82,339.26,129,28.84,153.87,123,6.92,18.64,6,5.03,0,no
VA,148,917,yes,yes,42,285.26,53,48.49,111.54,136,9.48,227.35,95,10.23,17.54,19,4.74,7,yes
NY,46,713,yes,yes,37,91.24,142,15.51,143.46,184,12.19,17.63,144,0.79,7.89,2,2.13,2,yes
ID,15,415,yes,yes,39,103.91,196,17.66,221.93,44,18.86,228.67,128,10.29,13.98,15,3.77,0,yes
TX,153,917,yes,no,35,0.22,130,0.04,8.44,145,0.72,298.0,32,13.41,1.76,11,0.48,5,no
ID,222,212,yes,yes,49,337.08,36,57.3,314.22,111,26.71,329.86,29,14.84,14.25,4,3.85,7,yes
ID,206,202,no,no,42,321.14,36,54.59,181.81,175,15.45,349.06,4,15.71,19.46,17,5.25,2,no
OK,199,206,no,yes,36,267.6,130,45.49,163.38,41,13.89,98.76,117,4.44,10.75,7,2.9,0,yes
WY,17,404,yes,yes,14,27.68,190,4.71,301.25,40,25.61,201.38,139,9.06,9.97,11,2.69,2,yes
MO,126,408,yes,yes,27,156.63,34,26.63,333.58,88,28.35,157.75,159,7.1,3.75,2,1.01,4,no
NY,236,646,yes,no,17,35.66,179,6.06,148.2,185,12.6,197.34,37,8.88,12.68,15,3.42,7,yes
MA,84,305,yes,no,33,5.57,123,0.95,60.35,41,5.13,55.11,16,2.48,11.81,9,3.19,8,yes
LA,228,512,no,no,21,215.66,155,36.66,285.5,34,24.27,299.65,185,13.48,13.04,16,3.52,8,yes
WY,9,212,yes,yes,10,336.29,17,57.17,141.14,165,12.0,318.35,108,14.33,0.52,9,0.14,3,yes
ID,166,619,no,no,12,316.0,121,53.72,327.44,66,27.83,157.38,39,7.08,10.97,2,2.96,7,yes
CO,176,202,no,no,3,243.86,163,41.46,332.46,40,28.26,98.15,151,4.42,11.9,1,3.21,4,no
MO,249,408,no,yes,21,33.82,160,5.75,40.19,98,3.42,49.29,139,2.22,4.15,13,1.12,2,no
IN,188,415,no,no,6,95.96,191,16.31,334.79,49,28.46,239.32,110,10.77,4.17,8,1.13,4,no
OH,63,512,no,yes,42,112.02,153,19.04,128.89,103,10.96,109.28,127,4.92,5.52,16,1.49,1,no
OH,214,702,no,no,23,267.1,47,45.41,226.19,85,19.23,318.34,94,14.33,14.23,3,3.84,5,yes
IA,246,415,no,no,3,280.79,167,47.73,12.16,199,1.03,234.85,146,10.57,12.13,14,3.28,0,yes
TX,245,718,yes,no,27,134.79,16,22.91,311.11,78,26.44,225.99,28,10.17,16.92,12,4.57,5,yes
WY,117,713,yes,no,14,146.26,167,24.86,224.56,44,19.09,195.79,179,8.81,5.91,18,1.6,4,no
VA,130,510,no,no,0,15.58,134,2.65,225.24,198,19.15,16.02,144,0.72,18.24,8,4.92,8,no
WY,88,202,yes,no,2,101.2,56,17.2,315.76,146,26.84,326.17,72,14.68,14.87,3,4.01,6,yes
ID,72,646,no,no,13,157.95,7,26.85,177.92,105,15.12,219.78,20,9.89,7.9,7,2.13,5,yes
IN,139,702,yes,yes,37,40.94,127,6.96,143.68,144,12.21,347.92,59,15.66,1.91,14,0.52,6,yes
IN,64,510,yes,yes,49,158.64,116,26.97,303.15,192,25.77,188.07,97,8.46,5.14,13,1.39,9,no
TX,205,415,yes,yes,0,298.61,55,50.76,259.85,121,22.09,248.54,74,11.18,19.14,2,5.17,4,yes
NY,209,404,yes,no,37,203.46,125,34.59,332.14,76,28.23,19.67,118,0.89,6.21,16,1.68,0,yes
MO,72,415,no,no,37,27.63,158,4.7,329.04,55,27.97,221.11,147,9.95,6.6,7,1.78,8,no
RI,21,415,yes,no,20,67.08,58,11.4,133.81,111,11.37,267.63,112,12.04,3.79,13,1.02,4,yes
WV,18,713,yes,no,47,166.09,57,28.24,156.45,92,13.3,272.48,180,12.26,16.14,12,4.36,3,yes
MA,222,718,no,yes,28,126.52,139,21.51,89.59,40,7.62,269.54,113,12.13,5.51,14,1.49,5,yes
NJ,64,214,no,no,4,125.55,175,21.34,231.23,169,19.65,79.2,102,3.56,6.61,10,1.78,4,yes
VA,82,212,no,yes,48,185.24,158,31.49,127.59,5,10.85,341.39,79,15.36,8.29,14,2.24,0,no
NH,110,718,yes,yes,9,204.54,107,34.77,275.14,196,23.39,348.31,62,15.67,8.67,11,2.34,1,no
OH,239,702,no,no,27,278.9,190,47.41,42.54,97,3.62,26.46,56,1.19,8.23,8,2.22,3,yes
IN,95,202,yes,no,20,119.34,73,20.29,40.74,72,3.46,327.76,28,14.75,10.07,14,2.72,7,yes
WV,166,404,yes,yes,49,281.91,166,47.92,71.56,167,6.08,101.31,128,4.56,16.29,0,4.4,4,yes
OK,32,214,no,no,6,118.51,147,20.15,29.5,40,2.51,241.25,123,10.86,16.39,11,4.43,6,no
MA,11,713,yes,no,2,19.4,100,3.3,217.01,8,18.45,118.34,58,5.33,15.97,5,4.31,1,yes
NH,45,503,yes,yes,44,193.97,47,32.97,51.57,7,4.38,338.71,191,15.24,2.02,0,0.55,7,yes
NJ,217,917,no,no,46,205.77,70,34.98,55.99,171,4.76,35.53,85,1.6,15.99,18,4.32,4,no
TX,33,408,yes,no,19,327.09,115,55.61,4.98,185,0.42,174.21,199,7.84,2.41,12,0.65,3,yes
NH,102,619,yes,no,18,254.12,181,43.2,273.73,103,23.27,149.82,70,6.74,2.49,5,0.67,8,yes
NJ,169,713,yes,yes,34,321.22,121,54.61,284.3,194,24.17,114.11,88,5.13,18.96,16,5.12,5,yes
IN,136,718,no,yes,3,317.92,77,54.05,56.71,12,4.82,225.94,97,10.17,16.39,12,4.43,3,no
NJ,11,305,no,no,4,211.6,198,35.97,258.83,18,22.0,45.87,43,2.06,11.05,8,2.98,7,yes
ID,214,415,yes,no,0,184.72,28,31.4,151.74,97,12.9,250.83,175,11.29,17.5,7,4.73,2,yes
TX,179,702,no,yes,3,195.1,92,33.17,83.86,95,7.13,343.21,115,15.44,19.79,14,5.34,9,yes
IN,88,503,yes,no,11,342.42,72,58.21,217.48,48,18.49,281.6,74,12.67,12.21,17,3.3,1,no
WY,41,214,yes,yes,26,270.61,99,46.0,62.47,99,5.31,301.01,142,13.55,12.26,1,3.31,6,no
WV,145,312,yes,no,41,37.19,175,6.32,264.91,81,22.52,125.87,162,5.66,15.09,1,4.07,3,no
NJ,76,214,yes,no,22,272.45,73,46.32,16.67,157,1.42,113.71,22,5.12,4.64,10,1.25,3,no
MO,121,702,no,no,24,59.69,183,10.15,335.7,65,28.53,180.97,180,8.14,3.34,0,0.9,9,yes
CO,46,917,yes,no,20,156.57,94,26.62,25.16,90,2.14,16.0,44,0.72,15.19,17,4.1,8,yes
IA,160,512,yes,no,23,73.66,16,12.52,202.81,58,17.24,330.88,91,14.89,6.9,6,1.86,1,yes
IN,207,646,no,no,24,241.35,136,41.03,315.77,52,26.84,50.32,12,2.26,2.7,16,0.73,0,yes
HI,80,214,yes,no,44,307.06,96,52.2,4.17,51,0.35,316.05,33,14.22,6.3,15,1.7,6,no
MT,54,713,no,no,45,101.63,161,17.28,174.48,80,14.83,29.25,165,1.32,7.17,6,1.94,7,no
HI,86,404,yes,no,31,28.7,172,4.88,122.5,158,10.41,287.92,69,12.96,19.3,6,5.21,2,no
NH,92,503,yes,yes,31,104.47,8,17.76,203.12,14,17.27,53.19,107,2.39,13.96,1,3.77,1,yes
MT,148,305,yes,no,4,235.33,134,40.01,78.91,120,6.71,13.35,195,0.6,10.62,4,2.87,3,no
IN,161,415,yes,no,35,115.07,143,19.56,22.71,147,1.93,251.82,132,11.33,19.38,13,5.23,1,no
IA,202,214,yes,yes,45,97.34,18,16.55,219.08,4,18.62,98.09,125,4.41,18.06,7,4.88,1,yes
MO,168,646,no,no,41,64.55,133,10.97,145.9,134,12.4,250.07,167,11.25,10.24,11,2.76,4,no
CO,160,510,yes,yes,48,174.13,113,29.6,217.87,17,18.52,194.28,197,8.74,18.11,6,4.89,9,yes
IN,242,407,yes,no,41,96.58,138,16.42,73.69,55,6.26,38.08,20,1.71,8.09,5,2.18,4,no
VA,97,718,yes,no,38,255.85,124,43.49,118.56,74,10.08,326.25,155,14.68,4.61,12,1.24,7,no
IA,2,503,no,no,15,26.82,60,4.56,196.59,95,16.71,158.31,130,7.12,4.65,11,1.26,8,no
RI,225,312,yes,yes,32,232.41,41,39.51,207.59,113,17.65,257.06,22,11.57,13.25,16,3.58,1,no
NJ,33,305,no,yes,48,83.15,12,14.14,130.31,100,11.08,175.36,199,7.89,10.02,15,2.71,0,yes
WY,233,214,yes,yes,20,171.25,139,29.11,98.02,172,8.33,211.53,18,9.52,13.18,0,3.56,2,no
HI,205,713,no,yes,8,100.13,84,17.02,95.8,27,8.14,105.97,49,4.77,13.72,6,3.7,5,no
LA,158,503,no,no,5,252.97,19,43.0,61.14,49,5.2,70.13,185,3.16,0.45,2,0.12,4,no
VA,161,408,yes,yes,44,330.86,49,56.25,113.89,1,9.68,189.9,19,8.55,1.08,5,0.29,7,yes
WY,77,407,no,yes,34,320.98,163,54.57,69.8,67,5.93,154.08,115,6.93,10.65,2,2.88,7,no
FL,116,619,no,yes,38,204.2,91,34.71,221.84,127,18.86,136.54,91,6.14,3.82,2,1.03,1,yes
NJ,154,646,yes,no,21,161.91,87,27.52,199.17,76,16.93,235.4,92,10.59,12.65,7,3.42,8,yes
NY,150,408,no,yes,40,286.41,68,48.69,133.91,23,11.38,241.68,199,10.88,11.04,13,2.98,3,no
ID,103,415,yes,no,4,239.16,36,40.66,114.04,111,9.69,16.07,82,0.72,11.72,8,3.16,0,yes
CO,194,713,yes,no,41,64.25,139,10.92,83.16,175,7.07,118.56,52,5.34,6.05,4,1.63,1,no
MT,166,415,yes,yes,22,287.32,98,48.84,187.41,172,15.93,144.12,122,6.49,12.8,14,3.46,5,yes
VA,103,202,yes,yes,16,150.11,124,25.52,321.62,118,27.34,33.91,84,1.53,16.59,16,4.48,4,yes
VA,90,404,yes,yes,11,66.14,167,11.24,240.0,185,20.4,82.57,81,3.72,19.96,9,5.39,6,no
MO,174,510,yes,no,22,98.63,53,16.77,260.55,35,22.15,18.07,8,0.81,16.77,7,4.53,8,no
IA,122,214,no,yes,15,93.63,129,15.92,292.03,1,24.82,348.68,3,15.69,11.15,17,3.01,5,no
ID,242,619,no,yes,2,181.72,177,30.89,123.07,126,10.46,257.8,168,11.6,3.87,5,1.04,5,no
LA,143,917,no,no,29,82.03,40,13.95,22.01,104,1.87,30.61,24,1.38,13.63,16,3.68,1,yes
WY,226,407,no,yes,21,43.25,44,7.35,217.9,17,18.52,7.09,33,0.32,18.75,3,5.06,6,no
FL,106,702,yes,no,8,43.29,102,7.36,66.04,176,5.61,251.75,72,11.33,4.24,14,1.14,1,yes
IN,119,214,yes,yes,28,204.15,105,34.71,199.17,7,16.93,153.72,136,6.92,5.12,9,1.38,6,no
IN,172,718,yes,no,46,257.17,136,43.72,258.83,185,22.0,275.38,81,12.39,2.98,12,0.8,7,no
IA,49,415,no,no,36,112.54,189,19.13,274.27,14,23.31,323.22,140,14.54,14.73,0,3.98,0,yes
MO,104,312,yes,no,22,12.13,127,2.06,105.64,144,8.98,209.76,136,9.44,8.13,8,2.2,8,yes
TX,203,404,no,yes,12,44.53,85,7.57,179.35,22,15.24,65.49,3,2.95,1.25,4,0.34,7,yes
NJ,61,206,yes,yes,31,320.14,46,54.42,217.34,193,18.47,273.77,161,12.32,17.5,10,4.73,8,no
WY,195,404,yes,yes,45,172.74,4,29.37,286.82,197,24.38,334.53,6,15.05,11.15,3,3.01,4,yes
VA,123,212,no,yes,46,158.75,0,26.99,266.49,92,22.65,203.08,14,9.14,6.62,19,1.79,3,no
VA,134,212,yes,yes,47,13.32,43,2.26,345.79,154,29.39,238.7,37,10.74,6.88,15,1.86,0,no
WY,9,407,no,yes,22,255.02,149,43.35,2.83,164,0.24,118.12,90,5.32,5.81,17,1.57,8,no
CO,6,510,yes,no,44,184.82,37,31.42,153.12,48,13.02,133.53,51,6.01,9.11,7,2.46,3,no
MO,73,415,yes,no,16,70.73,18,12.02,89.62,63,7.62,257.13,80,11.57,6.74,1,1.82,3,yes
ID,103,718,no,yes,39,38.53,158,6.55,41.96,33,3.57,324.72,99,14.61,10.96,16,2.96,3,no
IN,223,646,yes,yes,20,134.19,114,22.81,319.03,17,27.12,220.15,6,9.91,15.47,9,4.18,1,no
RI,160,415,yes,no,1,293.01,194,49.81,349.29,63,29.69,276.45,106,12.44,13.49,12,3.64,3,no
WV,41,917,no,no,36,302.85,86,51.48,63.21,105,5.37,60.07,44,2.7,5.89,14,1.59,1,no
MT,114,212,no,yes,5,211.0,169,35.87,13.45,73,1.14,74.19,58,3.34,10.57,8,2.85,7,yes
OK,204,702,no,yes,43,254.64,122,43.29,96.27,101,8.18,186.21,121,8.38,16.8,7,4.54,6,no
TX,8,917,no,yes,17,40.3,81,6.85,292.2,171,24.84,61.79,20,2.78,1.36,5,0.37,9,no
NY,72,212,yes,yes,29,205.84,153,34.99,102.86,16,8.74,222.25,155,10.0,1.57,3,0.42,1,no
OK,178,415,no,no,21,233.44,140,39.68,19.92,186,1.69,102.08,2,4.59,11.12,17,3.0,1,yes
WY,92,512,no,yes,32,70.25,57,11.94,18.37,140,1.56,277.04,141,12.47,12.78,2,3.45,1,no
WV,62,619,no,no,29,308.05,145,52.37,149.6,51,12.72,282.84,1,12.73,4.23,3,1.14,0,no
NJ,84,702,no,no,16,68.25,66,11.6,326.14,187,27.72,162.33,28,7.3,14.9,12,4.02,5,no
RI,62,407,no,yes,42,109.72,121,18.65,100.07,169,8.51,63.28,145,2.85,12.93,19,3.49,5,no
ID,111,415,no,no,31,217.19,86,36.92,149.51,63,12.71,226.37,36,10.19,18.47,10,4.99,0,yes
NH,127,512,no,yes,41,223.42,130,37.98,35.68,193,3.03,347.48,172,15.64,3.38,7,0.91,0,yes
NH,7,305,yes,yes,13,244.78,54,41.61,172.75,33,14.68,217.91,44,9.81,15.03,13,4.06,5,yes
NJ,203,415,yes,yes,9,39.2,88,6.66,243.79,94,20.72,12.52,151,0.56,1.67,13,0.45,5,yes
OK,84,713,yes,no,46,297.31,57,50.54,94.9,86,8.07,6.05,119,0.27,11.31,15,3.05,3,yes
WV,208,202,yes,yes,35,186.5,62,31.7,103.85,198,8.83,112.13,45,5.05,11.04,13,2.98,2,no
HI,132,415,no,yes,33,164.96,90,28.04,294.69,101,25.05,68.52,139,3.08,7.77,0,2.1,8,no
WY,134,510,yes,yes,8,343.38,51,58.37,3.63,191,0.31,284.57,52,12.81,16.89,1,4.56,5,yes
WV,58,408,no,yes,41,259.13,125,44.05,222.76,160,18.93,295.68,44,13.31,0.09,19,0.02,0,yes
FL,22,917,yes,no,27,41.3,23,7.02,137.86,139,11.72,90.52,31,4.07,10.4,0,2.81,2,yes
WV,154,702,no,yes,10,264.79,71,45.01,104.43,75,8.88,113.98,17,5.13,4.34,10,1.17,0,yes
MT,127,510,no,no,13,33.34,8,5.67,230.16,18,19.56,82.69,12,3.72,14.87,5,4.01,2,yes
IA,3,503,no,no,38,9.61,109,1.63,292.13,136,24.83,317.93,131,14.31,0.86,14,0.23,1,yes
OH,127,415,yes,no,46,141.27,164,24.02,195.44,73,16.61,175.93,22,7.92,16.63,11,4.49,4,no
WV,41,713,no,yes,18,347.75,93,59.12,10.88,144,0.92,229.65,61,10.33,16.76,4,4.53,2,yes
WV,188,214,no,no,14,61.21,116,10.41,161.49,49,13.73,145.42,53,6.54,16.66,11,4.5,6,no
MA,106,206,yes,no,27,235.43,82,40.02,161.97,38,13.77,220.85,182,9.94,3.05,13,0.82,7,no
FL,14,713,yes,no,23,60.69,180,10.32,190.33,168,16.18,135.05,68,6.08,12.61,13,3.4,6,yes
IN,203,415,yes,yes,7,253.68,79,43.13,234.84,137,19.96,118.89,167,5.35,0.29,18,0.08,1,no
NH,210,415,no,yes,42,176.87,151,30.07,6.76,11,0.57,222.07,13,9.99,16.96,4,4.58,9,yes
WV,246,305,no,no,8,237.99,148,40.46,175.7,78,14.93,206.87,97,9.31,14.46,2,3.9,9,no
ID,12,407,no,no,46,71.01,99,12.07,205.91,14,17.5,102.73,27,4.62,10.62,17,2.87,6,no
IN,87,415,yes,no,32,260.97,39,44.36,120.17,27,10.21,52.27,199,2.35,14.61,5,3.94,9,yes
WY,12,510,yes,no,32,348.47,102,59.24,233.93,131,19.88,129.0,94,5.8,1.89,8,0.51,2,yes
MT,141,312,no,no,18,232.98,61,39.61,79.86,35,6.79,145.32,70,6.54,10.57,6,2.85,6,no
IA,25,510,no,yes,2,172.72,197,29.36,111.08,118,9.44,220.04,66,9.9,5.83,17,1.57,0,no
ID,45,917,no,yes,9,323.11,68,54.93,336.96,64,28.64,320.09,156,14.4,19.45,1,5.25,1,yes
TX,243,407,no,no,39,5.55,141,0.94,121.82,97,10.35,12.66,99,0.57,17.14,19,4.63,9,yes
WY,122,212,no,no,46,255.47,108,43.43,121.28,46,10.31,85.28,60,3.84,14.67,9,3.96,0,yes
NY,147,212,no,no,41,311.06,169,52.88,208.49,80,17.72,67.8,102,3.05,18.67,11,5.04,8,yes
IA,55,202,no,no,0,21.59,177,3.67,339.84,38,28.89,175.8,195,7.91,6.94,1,1.87,1,yes
RI,238,214,no,yes,28,157.52,188,26.78,344.08,37,29.25,150.4,136,6.77,18.02,12,4.87,1,yes
NY,100,619,no,no,49,71.65,3,12.18,202.88,43,17.24,255.16,118,11.48,6.5,7,1.76,5,no
CO,173,917,no,yes,33,198.28,71,33.71,0.38,178,0.03,84.85,16,3.82,14.66,6,3.96,6,no
FL,136,917,no,no,12,227.34,16,38.65,315.23,96,26.79,208.07,48,9.36,14.73,2,3.98,1,no
TX,221,407,no,no,0,105.92,113,18.01,199.58,123,16.96,309.35,190,13.92,0.37,7,0.1,3,yes
MA,119,202,yes,no,33,160.99,84,27.37,128.1,25,10.89,318.74,77,14.34,7.22,0,1.95,2,yes
FL,53,512,yes,yes,28,97.77,56,16.62,290.22,163,24.67,335.57,45,15.1,0.39,14,0.11,4,yes
MT,183,646,no,no,47,129.29,106,21.98,139.94,196,11.89,270.64,92,12.18,19.94,0,5.38,8,yes
WV,32,214,yes,yes,46,55.84,47,9.49,11.92,96,1.01,317.1,120,14.27,2.44,11,0.66,1,yes
NY,51,214,no,yes,12,309.95,171,52.69,287.38,0,24.43,82.09,12,3.69,10.86,10,2.93,4,yes
MT,44,206,yes,no,47,3.5,172,0.6,191.05,52,16.24,69.15,44,3.11,15.81,15,4.27,7,yes
VA,82,212,no,yes,48,308.84,116,52.5,118.35,5,10.06,2.27,180,0.1,4.03,3,1.09,5,no
NJ,198,512,yes,no,28,200.09,160,34.02,87.81,36,7.46,247.4,16,11.13,9.7,1,2.62,3,yes
HI,146,713,no,no,38,116.08,30,19.73,207.83,1,17.67,328.11,46,14.76,12.15,2,3.28,9,yes
IN,211,503,yes,no,23,253.07,111,43.02,72.82,122,6.19,65.43,61,2.94,3.2,3,0.86,7,no
MO,150,206,no,yes,25,177.71,46,30.21,113.35,68,9.63,222.93,177,10.03,15.57,17,4.2,2,no
OH,37,212,yes,no,16,174.69,133,29.7,222.79,168,18.94,261.26,42,11.76,5.99,11,1.62,3,yes
RI,96,646,yes,no,6,38.55,107,6.55,308.54,178,26.23,324.66,67,14.61,4.22,0,1.14,8,yes
WY,56,646,yes,yes,12,136.33,71,23.18,186.51,174,15.85,226.4,123,10.19,11.17,2,3.02,4,yes
HI,105,214,yes,yes,4,84.37,70,14.34,265.69,12,22.58,339.6,108,15.28,8.21,3,2.22,5,yes
HI,59,619,no,yes,25,5.49,161,0.93,267.07,68,22.7,120.64,199,5.43,18.41,5,4.97,1,yes
VA,131,407,yes,yes,48,126.03,107,21.43,232.52,65,19.76,122.47,27,5.51,17.6,16,4.75,8,no
IA,156,404,yes,yes,2,31.44,52,5.34,86.04,58,7.31,190.05,172,8.55,9.67,7,2.61,7,yes
MO,202,646,no,no,6,89.89,141,15.28,303.38,67,25.79,134.23,168,6.04,7.19,17,1.94,6,no
WV,243,214,yes,yes,48,32.38,15,5.5,152.7,58,12.98,0.5,93,0.02,6.51,15,1.76,8,yes
MT,35,415,no,yes,38,35.33,170,6.01,15.47,116,1.31,256.12,117,11.53,5.35,5,1.44,4,yes
IN,189,503,no,yes,0,69.65,115,11.84,85.61,9,7.28,263.1,163,11.84,10.89,18,2.94,4,no
ID,93,713,no,no,48,349.95,72,59.49,267.94,140,22.77,261.44,90,11.76,16.1,7,4.35,8,yes
HI,182,404,no,no,16,0.76,73,0.13,24.2,129,2.06,120.76,83,5.43,6.22,3,1.68,4,yes
IN,191,214,yes,yes,42,223.54,80,38.0,51.58,14,4.38,182.8,32,8.23,3.8,8,1.03,8,yes
FL,207,404,yes,yes,24,49.44,11,8.4,242.98,45,20.65,125.99,24,5.67,9.51,7,2.57,0,no
WY,97,713,no,no,2,322.22,127,54.78,312.41,184,26.55,5.61,18,0.25,1.38,18,0.37,9,yes
MT,135,206,yes,no,14,32.77,69,5.57,221.81,137,18.85,196.86,174,8.86,14.03,0,3.79,9,yes
RI,76,206,no,no,28,334.27,146,56.83,77.8,149,6.61,43.32,105,1.95,10.37,3,2.8,7,yes
FL,49,404,no,no,42,213.82,40,36.35,18.69,88,1.59,28.01,32,1.26,9.93,9,2.68,2,no
FL,94,415,no,no,31,0.44,180,0.07,215.29,76,18.3,264.42,66,11.9,6.01,7,1.62,7,no
TX,213,202,no,yes,25,312.9,156,53.19,16.59,135,1.41,3.33,141,0.15,18.09,2,4.88,4,no
LA,159,512,no,yes,15,182.6,197,31.04,214.45,148,18.23,335.65,160,15.1,1.81,11,0.49,1,yes
NY,186,214,yes,no,24,91.93,58,15.63,78.95,149,6.71,180.34,41,8.12,17.4,8,4.7,8,no
LA,189,917,no,no,27,268.55,88,45.65,316.63,109,26.91,344.06,192,15.48,7.53,2,2.03,3,yes
MO,24,619,yes,yes,8,324.33,191,55.14,166.28,96,14.13,20.3,94,0.91,17.61,3,4.75,6,yes
WY,148,214,no,no,0,169.29,23,28.78,78.38,44,6.66,204.24,46,9.19,14.58,5,3.94,7,yes
FL,37,305,yes,yes,28,110.44,143,18.77,298.6,90,25.38,122.26,34,5.5,2.08,8,0.56,6,yes
LA,4,713,yes,no,21,276.13,179,46.94,88.91,167,7.56,295.22,116,13.28,16.63,1,4.49,5,yes
WY,220,503,yes,no,15,238.62,79,40.57,107.31,113,9.12,126.43,159,5.69,13.64,1,3.68,6,yes
NJ,108,503,no,no,40,311.06,133,52.88,292.0,149,24.82,91.17,182,4.1,0.65,17,0.18,3,no
CO,126,619,yes,yes,43,242.38,164,41.2,108.08,157,9.19,300.14,181,13.51,2.67,2,0.72,9,yes
NJ,20,408,no,no,40,85.23,131,14.49,143.56,189,12.2,131.13,75,5.9,12.71,2,3.43,0,yes
OK,188,415,no,no,6,326.08,91,55.43,121.68,72,10.34,5.89,178,0.27,13.25,17,3.58,4,no
NJ,152,312,no,no,13,36.69,165,6.24,40.74,172,3.46,136.6,186,6.15,14.93,5,4.03,7,no
OH,50,415,yes,yes,28,93.78,168,15.94,13.61,34,1.16,229.08,199,10.31,14.4,0,3.89,9,no
VA,177,408,no,yes,18,182.07,91,30.95,253.59,41,21.56,89.03,141,4.01,13.19,14,3.56,5,no
MO,179,407,yes,no,18,198.01,80,33.66,225.8,132,19.19,151.2,145,6.8,15.32,10,4.14,4,no
IN,96,718,no,yes,1,5.36,141,0.91,98.83,26,8.4,19.85,127,0.89,11.5,9,3.11,1,no
OK,105,312,no,no,40,273.2,70,46.44,103.46,197,8.79,205.83,54,9.26,5.22,3,1.41,9,no
MO,164,408,yes,yes,44,126.56,178,21.52,330.75,189,28.11,264.7,97,11.91,18.25,13,4.93,4,no
OH,117,312,no,yes,14,142.25,64,24.18,345.68,31,29.38,144.66,183,6.51,0.36,1,0.1,9,no
WV,98,202,no,yes,2,283.28,51,48.16,165.7,135,14.08,147.08,107,6.62,7.33,12,1.98,2,no
CO,228,917,yes,yes,10,132.75,29,22.57,280.86,102,23.87,30.9,48,1.39,14.58,15,3.94,1,yes
TX,66,404,no,yes,45,16.53,184,2.81,257.84,84,21.92,70.68,187,3.18,8.54,11,2.31,2,no
NY,79,408,yes,yes,29,61.75,98,10.5,104.06,145,8.85,54.14,112,2.44,0.5,4,0.14,3,yes
NJ,162,305,yes,no,39,334.57,157,56.88,20.5,77,1.74,168.59,180,7.59,1.32,18,0.36,1,yes
NH,164,214,no,yes,17,24.64,97,4.19,49.89,142,4.24,185.24,198,8.34,12.97,2,3.5,3,yes
NH,6,407,yes,yes,47,124.23,41,21.12,293.4,153,24.94,332.13,133,14.95,19.3,19,5.21,3,yes
FL,39,214,no,no,1,176.11,138,29.94,255.92,180,21.75,25.63,69,1.15,11.04,1,2.98,5,no
FL,170,512,no,no,31,172.65,26,29.35,232.52,43,19.76,209.95,85,9.45,10.14,16,2.74,4,no
OH,243,512,no,yes,7,1.39,151,0.24,45.73,31,3.89,184.27,135,8.29,6.37,10,1.72,6,yes
OH,115,718,yes,no,21,175.41,166,29.82,223.98,27,19.04,180.68,142,8.13,5.13,0,1.39,6,no
WY,186,212,no,yes,5,134.32,71,22.83,270.25,166,22.97,305.61,153,13.75,0.42,18,0.11,2,no
WY,246,415,no,no,11,340.23,17,57.84,301.21,159,25.6,71.94,38,3.24,5.46,7,1.47,8,no
